1967,Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL,
1967,9,Sun,November 12,boxscore,Baltimore Colts,@,Atlanta Falcons,49,7,595,2,177,3,
1967,10,Sun,November 19,boxscore,Philadelphia Eagles,,New Orleans Saints,48,21,421,3,309,5,
1967,10,Sun,November 19,boxscore,Green Bay Packers,,San Francisco 49ers,13,0,297,1,308,2,
1967,10,Sun,November 19,boxscore,Cleveland Browns,,Minnesota Vikings,14,10,235,2,204,3,
1967,10,Sun,November 19,boxscore,Chicago Bears,,St. Louis Cardinals,30,3,461,3,230,9,
1967,10,Sun,November 19,boxscore,New York Giants,,Pittsburgh Steelers,28,20,238,4,281,3,
1967,10,Sun,November 19,boxscore,Los Angeles Rams,@,Atlanta Falcons,31,3,405,2,238,5,
1967,10,Sun,November 19,boxscore,Washington Redskins,@,Dallas Cowboys,27,20,314,2,446,5,
1967,10,Sun,November 19,boxscore,Baltimore Colts,,Detroit Lions,41,7,351,1,261,3,
1967,11,Thu,November 23,boxscore,Dallas Cowboys,,St. Louis Cardinals,46,21,436,1,317,4,
1967,11,Thu,November 23,boxscore,Los Angeles Rams,@,Detroit Lions,31,7,263,1,108,4,
1967,11,Sun,November 26,boxscore,Minnesota Vikings,@,Pittsburgh Steelers,41,27,212,5,117,6,
1967,11,Sun,November 26,boxscore,Green Bay Packers,@,Chicago Bears,17,13,245,0,249,3,
1967,11,Sun,November 26,boxscore,Baltimore Colts,@,San Francisco 49ers,26,9,343,2,165,4,
1967,11,Sun,November 26,boxscore,New Orleans Saints,,Atlanta Falcons,27,24,371,3,269,1,
1967,11,Sun,November 26,boxscore,New York Giants,,Philadelphia Eagles,44,7,444,0,172,4,
1967,11,Sun,November 26,boxscore,Cleveland Browns,,Washington Redskins,42,37,424,1,481,1,
1967,12,Sun,December 3,boxscore,Washington Redskins,,Philadelphia Eagles,35,35,460,3,365,4,
1967,12,Sun,December 3,boxscore,Chicago Bears,@,San Francisco 49ers,28,14,220,2,226,2,
1967,12,Sun,December 3,boxscore,Los Angeles Rams,,Atlanta Falcons,20,3,309,3,154,2,
1967,12,Sun,December 3,boxscore,Green Bay Packers,@,Minnesota Vikings,30,27,276,3,276,3,
1967,12,Sun,December 3,boxscore,St. Louis Cardinals,,New Orleans Saints,31,20,310,5,238,3,
1967,12,Sun,December 3,boxscore,Baltimore Colts,,Dallas Cowboys,23,17,310,4,223,4,
1967,12,Sun,December 3,boxscore,Pittsburgh Steelers,@,Detroit Lions,24,14,330,1,254,3,
1967,12,Sun,December 3,boxscore,Cleveland Browns,,New York Giants,24,14,215,1,343,2,
1967,13,Sat,December 9,boxscore,Los Angeles Rams,,Green Bay Packers,27,24,324,3,218,2,
1967,13,Sun,December 10,boxscore,Baltimore Colts,,New Orleans Saints,30,10,252,1,268,4,
1967,13,Sun,December 10,boxscore,Dallas Cowboys,,Philadelphia Eagles,38,17,325,4,102,5,
1967,13,Sun,December 10,boxscore,San Francisco 49ers,@,Atlanta Falcons,34,28,468,3,297,3,
1967,13,Sun,December 10,boxscore,Cleveland Browns,@,St. Louis Cardinals,20,16,131,2,295,2,
1967,13,Sun,December 10,boxscore,Minnesota Vikings,@,Chicago Bears,10,10,212,1,298,0,
1967,13,Sun,December 10,boxscore,Detroit Lions,@,New York Giants,30,7,306,1,149,1,
1967,13,Sun,December 10,boxscore,Washington Redskins,@,Pittsburgh Steelers,15,10,246,3,280,5,
1967,14,Sat,December 16,boxscore,San Francisco 49ers,,Dallas Cowboys,24,16,371,4,271,4,
1967,14,Sun,December 17,boxscore,Los Angeles Rams,,Baltimore Colts,34,10,328,1,262,2,
1967,14,Sun,December 17,boxscore,New York Giants,,St. Louis Cardinals,37,14,418,2,330,3,
1967,14,Sun,December 17,boxscore,Pittsburgh Steelers,@,Green Bay Packers,24,17,194,3,309,5,
1967,14,Sun,December 17,boxscore,New Orleans Saints,@,Washington Redskins,30,14,364,2,331,3,
1967,14,Sun,December 17,boxscore,Chicago Bears,@,Atlanta Falcons,23,14,293,0,157,1,
1967,14,Sun,December 17,boxscore,Philadelphia Eagles,,Cleveland Browns,28,24,340,2,324,2,
1967,14,Sun,December 17,boxscore,Detroit Lions,,Minnesota Vikings,14,3,134,4,190,3,
1967,,,Playoffs,,,,,,,,,,,
1967,Division,Sat,December 23,boxscore,Green Bay Packers,,Los Angeles Rams,28,7,374,4,217,1,
1967,Division,Sun,December 24,boxscore,Dallas Cowboys,,Cleveland Browns,52,14,401,2,322,1,
1967,Champ,Sun,December 31,boxscore,Green Bay Packers,,Dallas Cowboys,21,17,195,2,192,2,
1967,SuperBowl,Sun,January 14,boxscore,Green Bay Packers,N,Oakland Raiders,33,14,322,0,293,3,
