1962,Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL,
1962,6,Sun,October 21,boxscore,Dallas Cowboys,@,Pittsburgh Steelers,42,27,402,3,373,4,
1962,6,Sun,October 21,boxscore,Chicago Bears,,Baltimore Colts,35,15,408,2,415,5,
1962,7,Sun,October 28,boxscore,Minnesota Vikings,,Philadelphia Eagles,31,21,359,1,404,5,
1962,7,Sun,October 28,boxscore,St. Louis Cardinals,@,Dallas Cowboys,28,24,349,5,379,4,
1962,7,Sun,October 28,boxscore,Cleveland Browns,@,Pittsburgh Steelers,41,14,354,2,205,4,
1962,7,Sun,October 28,boxscore,Detroit Lions,,Chicago Bears,11,3,188,3,75,1,
1962,7,Sun,October 28,boxscore,New York Giants,,Washington Redskins,49,34,602,1,375,3,
1962,7,Sun,October 28,boxscore,Green Bay Packers,@,Baltimore Colts,17,6,252,2,309,3,
1962,7,Sun,October 28,boxscore,Los Angeles Rams,@,San Francisco 49ers,28,14,314,0,311,2,
1962,8,Sun,November 4,boxscore,Green Bay Packers,@,Chicago Bears,38,7,376,0,212,7,
1962,8,Sun,November 4,boxscore,New York Giants,,St. Louis Cardinals,31,28,266,1,494,5,
1962,8,Sun,November 4,boxscore,Detroit Lions,@,Los Angeles Rams,12,3,289,5,124,2,
1962,8,Sun,November 4,boxscore,Dallas Cowboys,@,Washington Redskins,38,10,388,1,293,3,
1962,8,Sun,November 4,boxscore,Baltimore Colts,@,San Francisco 49ers,22,3,311,1,151,4,
1962,8,Sun,November 4,boxscore,Philadelphia Eagles,@,Cleveland Browns,14,14,189,4,301,4,
1962,8,Sun,November 4,boxscore,Pittsburgh Steelers,,Minnesota Vikings,39,31,439,1,319,2,
1962,9,Sun,November 11,boxscore,Washington Redskins,,Cleveland Browns,17,9,221,2,191,3,
1962,9,Sun,November 11,boxscore,Green Bay Packers,@,Philadelphia Eagles,49,0,628,2,54,1,
1962,9,Sun,November 11,boxscore,Chicago Bears,,Minnesota Vikings,31,30,347,8,290,3,
1962,9,Sun,November 11,boxscore,Pittsburgh Steelers,@,St. Louis Cardinals,26,17,253,1,335,5,
1962,9,Sun,November 11,boxscore,New York Giants,@,Dallas Cowboys,41,10,446,2,262,4,
1962,9,Sun,November 11,boxscore,Baltimore Colts,@,Los Angeles Rams,14,2,320,3,215,2,
1962,9,Sun,November 11,boxscore,Detroit Lions,@,San Francisco 49ers,38,24,437,2,288,2,
1962,10,Sun,November 18,boxscore,Green Bay Packers,,Baltimore Colts,17,13,116,2,382,3,
1962,10,Sun,November 18,boxscore,Detroit Lions,@,Minnesota Vikings,17,6,358,3,180,3,
1962,10,Sun,November 18,boxscore,Cleveland Browns,,St. Louis Cardinals,38,14,361,2,359,4,
1962,10,Sun,November 18,boxscore,Pittsburgh Steelers,,Washington Redskins,23,21,347,6,271,3,
1962,10,Sun,November 18,boxscore,New York Giants,,Philadelphia Eagles,19,14,268,3,199,2,
1962,10,Sun,November 18,boxscore,Chicago Bears,@,Dallas Cowboys,34,33,504,2,301,1,
1962,10,Sun,November 18,boxscore,San Francisco 49ers,@,Los Angeles Rams,24,17,470,4,247,3,
1962,11,Thu,November 22,boxscore,Detroit Lions,,Green Bay Packers,26,14,304,5,122,5,
1962,11,Sun,November 25,boxscore,New York Giants,@,Washington Redskins,42,24,405,6,316,4,
1962,11,Sun,November 25,boxscore,Los Angeles Rams,@,Minnesota Vikings,24,24,450,2,413,4,
1962,11,Sun,November 25,boxscore,San Francisco 49ers,@,St. Louis Cardinals,24,17,215,0,314,3,
1962,11,Sun,November 25,boxscore,Cleveland Browns,,Pittsburgh Steelers,35,14,418,2,288,3,
1962,11,Sun,November 25,boxscore,Philadelphia Eagles,,Dallas Cowboys,28,14,453,2,300,4,
1962,11,Sun,November 25,boxscore,Chicago Bears,@,Baltimore Colts,57,0,505,1,118,5,
1962,12,Sun,December 2,boxscore,Philadelphia Eagles,@,Washington Redskins,37,14,372,2,347,5,
1962,12,Sun,December 2,boxscore,Dallas Cowboys,,Cleveland Browns,45,21,398,1,295,2,
1962,12,Sun,December 2,boxscore,Detroit Lions,,Baltimore Colts,21,14,333,3,270,3,
1962,12,Sun,December 2,boxscore,New York Giants,@,Chicago Bears,26,24,343,4,380,4,
1962,12,Sun,December 2,boxscore,Pittsburgh Steelers,,St. Louis Cardinals,19,7,412,2,271,4,
1962,12,Sun,December 2,boxscore,San Francisco 49ers,@,Minnesota Vikings,35,12,360,1,350,3,
1962,12,Sun,December 2,boxscore,Green Bay Packers,,Los Angeles Rams,41,10,364,2,237,3,
1962,13,Sat,December 8,boxscore,Baltimore Colts,,Washington Redskins,34,21,449,2,393,6,
1962,13,Sun,December 9,boxscore,Detroit Lions,,Minnesota Vikings,37,23,325,6,371,10,
1962,13,Sun,December 9,boxscore,St. Louis Cardinals,,Dallas Cowboys,52,20,527,3,274,5,
1962,13,Sun,December 9,boxscore,Green Bay Packers,@,San Francisco 49ers,31,21,294,1,305,3,
1962,13,Sun,December 9,boxscore,New York Giants,,Cleveland Browns,17,13,314,1,236,0,
1962,13,Sun,December 9,boxscore,Chicago Bears,,Los Angeles Rams,30,14,273,5,333,5,
1962,13,Sun,December 9,boxscore,Pittsburgh Steelers,@,Philadelphia Eagles,26,17,268,4,283,3,
1962,14,Sat,December 15,boxscore,Cleveland Browns,@,San Francisco 49ers,13,10,264,1,229,1,
1962,14,Sun,December 16,boxscore,Pittsburgh Steelers,@,Washington Redskins,27,24,283,2,311,5,
1962,14,Sun,December 16,boxscore,Chicago Bears,,Detroit Lions,3,0,318,4,225,6,
1962,14,Sun,December 16,boxscore,Green Bay Packers,@,Los Angeles Rams,20,17,427,3,303,1,
1962,14,Sun,December 16,boxscore,New York Giants,,Dallas Cowboys,41,31,471,4,378,4,
1962,14,Sun,December 16,boxscore,St. Louis Cardinals,,Philadelphia Eagles,45,35,589,2,498,4,
1962,14,Sun,December 16,boxscore,Baltimore Colts,,Minnesota Vikings,42,17,576,7,217,2,
1962,,,Playoffs,,,,,,,,,,,
1962,Champ,Sun,December 30,boxscore,Green Bay Packers,@,New York Giants,16,7,244,0,291,3,
