1961,Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL,
1961,4,Sun,October 8,boxscore,Green Bay Packers,,Baltimore Colts,45,7,357,1,289,8,
1961,4,Sun,October 8,boxscore,Chicago Bears,@,Detroit Lions,31,17,454,2,339,4,
1961,5,Sun,October 15,boxscore,Pittsburgh Steelers,,Washington Redskins,20,0,185,5,191,7,
1961,5,Sun,October 15,boxscore,San Francisco 49ers,@,Minnesota Vikings,38,24,555,8,202,1,
1961,5,Sun,October 15,boxscore,Detroit Lions,,Los Angeles Rams,14,13,311,4,244,3,
1961,5,Sun,October 15,boxscore,Philadelphia Eagles,@,St. Louis Cardinals,20,7,269,1,200,2,
1961,5,Sun,October 15,boxscore,New York Giants,@,Dallas Cowboys,31,10,375,6,331,7,
1961,5,Sun,October 15,boxscore,Green Bay Packers,@,Cleveland Browns,49,17,482,2,290,3,
1961,5,Sun,October 15,boxscore,Chicago Bears,,Baltimore Colts,24,10,284,1,362,1,
1961,6,Sun,October 22,boxscore,Chicago Bears,,San Francisco 49ers,31,0,305,1,132,6,
1961,6,Sun,October 22,boxscore,New York Giants,,Los Angeles Rams,24,14,375,4,372,4,
1961,6,Sun,October 22,boxscore,Philadelphia Eagles,@,Dallas Cowboys,43,7,480,0,346,2,
1961,6,Sun,October 22,boxscore,Green Bay Packers,@,Minnesota Vikings,33,7,467,1,328,7,
1961,6,Sun,October 22,boxscore,St. Louis Cardinals,@,Washington Redskins,24,0,242,0,89,2,
1961,6,Sun,October 22,boxscore,Baltimore Colts,@,Detroit Lions,17,14,313,4,208,1,
1961,6,Sun,October 22,boxscore,Cleveland Browns,@,Pittsburgh Steelers,30,28,378,4,309,3,
1961,7,Sun,October 29,boxscore,Pittsburgh Steelers,,San Francisco 49ers,20,10,204,1,216,3,
1961,7,Sun,October 29,boxscore,Philadelphia Eagles,@,Washington Redskins,27,24,401,4,335,2,
1961,7,Sun,October 29,boxscore,Green Bay Packers,,Minnesota Vikings,28,10,467,3,263,2,
1961,7,Sun,October 29,boxscore,Detroit Lions,@,Los Angeles Rams,28,10,409,0,258,2,
1961,7,Sun,October 29,boxscore,Dallas Cowboys,@,New York Giants,17,16,333,4,262,4,
1961,7,Sun,October 29,boxscore,Cleveland Browns,@,St. Louis Cardinals,21,10,326,2,195,3,
1961,7,Sun,October 29,boxscore,Chicago Bears,@,Baltimore Colts,21,20,341,3,372,2,
1961,8,Sun,November 5,boxscore,New York Giants,,Washington Redskins,53,0,383,4,82,4,
1961,8,Sun,November 5,boxscore,Pittsburgh Steelers,@,Cleveland Browns,17,13,356,2,252,2,
1961,8,Sun,November 5,boxscore,Los Angeles Rams,,Minnesota Vikings,31,17,392,1,399,5,
1961,8,Sun,November 5,boxscore,Baltimore Colts,,Green Bay Packers,45,21,407,3,225,1,
1961,8,Sun,November 5,boxscore,San Francisco 49ers,,Detroit Lions,20,20,326,2,402,3,
1961,8,Sun,November 5,boxscore,St. Louis Cardinals,@,Dallas Cowboys,31,17,193,1,374,5,
1961,8,Sun,November 5,boxscore,Philadelphia Eagles,,Chicago Bears,16,14,342,3,215,0,
1961,9,Sun,November 12,boxscore,Los Angeles Rams,,San Francisco 49ers,17,7,367,0,167,1,
1961,9,Sun,November 12,boxscore,New York Giants,,Philadelphia Eagles,38,21,434,1,372,5,
1961,9,Sun,November 12,boxscore,Green Bay Packers,@,Chicago Bears,31,28,322,1,242,2,
1961,9,Sun,November 12,boxscore,Detroit Lions,@,St. Louis Cardinals,45,14,372,1,214,4,
1961,9,Sun,November 12,boxscore,Pittsburgh Steelers,,Dallas Cowboys,37,7,371,1,185,2,
1961,9,Sun,November 12,boxscore,Minnesota Vikings,,Baltimore Colts,28,20,275,1,354,2,
1961,9,Sun,November 12,boxscore,Cleveland Browns,@,Washington Redskins,17,6,303,1,240,2,
1961,10,Sun,November 19,boxscore,Washington Redskins,@,Dallas Cowboys,28,28,292,3,441,4,
1961,10,Sun,November 19,boxscore,Green Bay Packers,,Los Angeles Rams,35,17,249,1,312,1,
1961,10,Sun,November 19,boxscore,New York Giants,,Pittsburgh Steelers,42,21,425,2,305,4,
1961,10,Sun,November 19,boxscore,Cleveland Browns,,Philadelphia Eagles,45,24,505,0,327,2,
1961,10,Sun,November 19,boxscore,Detroit Lions,@,Minnesota Vikings,37,10,351,3,126,3,
1961,10,Sun,November 19,boxscore,Baltimore Colts,,St. Louis Cardinals,16,0,406,1,129,2,
1961,10,Sun,November 19,boxscore,San Francisco 49ers,,Chicago Bears,41,31,536,0,428,4,
1961,11,Thu,November 23,boxscore,Green Bay Packers,@,Detroit Lions,17,9,277,2,279,5,
1961,11,Sun,November 26,boxscore,Chicago Bears,,Los Angeles Rams,28,24,371,3,357,4,
1961,11,Sun,November 26,boxscore,New York Giants,@,Cleveland Browns,37,21,369,2,334,2,
1961,11,Sun,November 26,boxscore,San Francisco 49ers,,Minnesota Vikings,38,28,442,1,364,3,
1961,11,Sun,November 26,boxscore,Philadelphia Eagles,,Dallas Cowboys,35,13,454,4,358,3,
1961,11,Sun,November 26,boxscore,Pittsburgh Steelers,,St. Louis Cardinals,30,27,347,7,224,7,
1961,11,Sun,November 26,boxscore,Baltimore Colts,@,Washington Redskins,27,6,415,4,97,3,
1961,12,Sun,December 3,boxscore,St. Louis Cardinals,,Washington Redskins,38,24,450,3,362,2,
1961,12,Sun,December 3,boxscore,Baltimore Colts,,San Francisco 49ers,20,17,346,3,309,3,
1961,12,Sun,December 3,boxscore,Minnesota Vikings,,Los Angeles Rams,42,21,441,4,348,5,
1961,12,Sun,December 3,boxscore,Philadelphia Eagles,@,Pittsburgh Steelers,35,24,284,3,361,7,
1961,12,Sun,December 3,boxscore,Green Bay Packers,,New York Giants,20,17,404,3,262,3,
1961,12,Sun,December 3,boxscore,Detroit Lions,@,Chicago Bears,16,15,245,4,193,3,
1961,12,Sun,December 3,boxscore,Cleveland Browns,@,Dallas Cowboys,38,17,373,3,376,6,
1961,13,Sat,December 9,boxscore,Los Angeles Rams,,Baltimore Colts,34,17,385,0,414,2,
1961,13,Sun,December 10,boxscore,Pittsburgh Steelers,@,Washington Redskins,30,14,324,3,343,3,
1961,13,Sun,December 10,boxscore,New York Giants,@,Philadelphia Eagles,28,24,371,3,455,4,
1961,13,Sun,December 10,boxscore,Detroit Lions,,Minnesota Vikings,13,7,295,4,251,6,
1961,13,Sun,December 10,boxscore,San Francisco 49ers,,Green Bay Packers,22,21,396,2,330,2,
1961,13,Sun,December 10,boxscore,St. Louis Cardinals,,Dallas Cowboys,31,13,334,3,126,3,
1961,13,Sun,December 10,boxscore,Chicago Bears,,Cleveland Browns,17,14,324,4,320,2,
1961,14,Sat,December 16,boxscore,Baltimore Colts,@,San Francisco 49ers,27,24,366,1,355,2,
1961,14,Sun,December 17,boxscore,St. Louis Cardinals,,Pittsburgh Steelers,20,0,245,1,238,6,
1961,14,Sun,December 17,boxscore,Philadelphia Eagles,@,Detroit Lions,27,24,485,2,396,2,
1961,14,Sun,December 17,boxscore,Chicago Bears,,Minnesota Vikings,52,35,552,4,206,3,
1961,14,Sun,December 17,boxscore,Green Bay Packers,@,Los Angeles Rams,24,17,284,3,229,2,
1961,14,Sun,December 17,boxscore,Washington Redskins,,Dallas Cowboys,34,24,366,2,321,4,
1961,14,Sun,December 17,boxscore,New York Giants,,Cleveland Browns,7,7,266,3,178,2,
1961,,,Playoffs,,,,,,,,,,,
1961,Champ,Sun,December 31,boxscore,Green Bay Packers,,New York Giants,37,0,345,0,130,5,
