1969,Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL,
1969,7,Sun,November 2,boxscore,Los Angeles Rams,@,Atlanta Falcons,38,6,430,2,279,5,
1969,7,Sun,November 2,boxscore,Baltimore Colts,,Washington Redskins,41,17,359,2,357,4,
1969,7,Sun,November 2,boxscore,Philadelphia Eagles,@,New York Giants,23,20,295,4,292,1,
1969,7,Sun,November 2,boxscore,Detroit Lions,@,San Francisco 49ers,26,14,125,2,282,5,
1969,8,Sun,November 9,boxscore,Washington Redskins,,Philadelphia Eagles,28,28,339,1,372,3,
1969,8,Sun,November 9,boxscore,Los Angeles Rams,,San Francisco 49ers,41,30,406,0,399,2,
1969,8,Sun,November 9,boxscore,Dallas Cowboys,,New Orleans Saints,33,17,438,2,303,3,
1969,8,Sun,November 9,boxscore,Chicago Bears,,Pittsburgh Steelers,38,7,379,4,86,4,
1969,8,Sun,November 9,boxscore,Baltimore Colts,,Green Bay Packers,14,6,251,3,298,2,
1969,8,Sun,November 9,boxscore,St. Louis Cardinals,,New York Giants,42,17,403,0,343,1,
1969,8,Sun,November 9,boxscore,Detroit Lions,,Atlanta Falcons,27,21,241,1,279,3,
1969,8,Sun,November 9,boxscore,Minnesota Vikings,,Cleveland Browns,51,3,454,0,151,4,
1969,9,Sun,November 16,boxscore,Cleveland Browns,@,Pittsburgh Steelers,24,3,390,2,278,4,
1969,9,Sun,November 16,boxscore,New Orleans Saints,@,New York Giants,25,24,296,0,364,2,
1969,9,Sun,November 16,boxscore,Los Angeles Rams,@,Philadelphia Eagles,23,17,237,2,328,4,
1969,9,Sun,November 16,boxscore,Minnesota Vikings,@,Green Bay Packers,9,7,270,2,225,3,
1969,9,Sun,November 16,boxscore,Detroit Lions,,St. Louis Cardinals,20,0,297,0,239,3,
1969,9,Sun,November 16,boxscore,Dallas Cowboys,@,Washington Redskins,41,28,365,1,377,4,
1969,9,Sun,November 16,boxscore,San Francisco 49ers,,Baltimore Colts,20,17,408,2,259,2,
1969,9,Sun,November 16,boxscore,Atlanta Falcons,,Chicago Bears,48,31,356,2,346,3,
1969,10,Sun,November 23,boxscore,Los Angeles Rams,,Dallas Cowboys,24,23,290,2,352,4,
1969,10,Sun,November 23,boxscore,Philadelphia Eagles,@,St. Louis Cardinals,34,30,330,2,414,2,
1969,10,Sun,November 23,boxscore,Cleveland Browns,,New York Giants,28,17,268,2,376,6,
1969,10,Sun,November 23,boxscore,Baltimore Colts,@,Chicago Bears,24,21,345,3,252,3,
1969,10,Sun,November 23,boxscore,Detroit Lions,@,Green Bay Packers,16,10,285,1,280,5,
1969,10,Sun,November 23,boxscore,New Orleans Saints,,San Francisco 49ers,43,38,402,1,433,2,
1969,10,Sun,November 23,boxscore,Minnesota Vikings,,Pittsburgh Steelers,52,14,329,4,145,5,
1969,10,Sun,November 23,boxscore,Washington Redskins,,Atlanta Falcons,27,20,411,2,251,1,
1969,11,Thu,November 27,boxscore,San Francisco 49ers,@,Dallas Cowboys,24,24,319,1,305,3,
1969,11,Thu,November 27,boxscore,Minnesota Vikings,@,Detroit Lions,27,0,173,2,156,3,
1969,11,Sun,November 30,boxscore,St. Louis Cardinals,,Pittsburgh Steelers,47,10,401,2,187,4,
1969,11,Sun,November 30,boxscore,Los Angeles Rams,@,Washington Redskins,24,13,294,1,226,2,
1969,11,Sun,November 30,boxscore,Baltimore Colts,,Atlanta Falcons,13,6,312,1,283,0,
1969,11,Sun,November 30,boxscore,Cleveland Browns,@,Chicago Bears,28,24,358,1,334,3,
1969,11,Sun,November 30,boxscore,Green Bay Packers,,New York Giants,20,10,274,3,325,2,
1969,11,Sun,November 30,boxscore,New Orleans Saints,,Philadelphia Eagles,26,17,385,0,304,4,
1969,12,Sat,December 6,boxscore,San Francisco 49ers,,Chicago Bears,42,21,360,0,368,4,
1969,12,Sun,December 7,boxscore,Dallas Cowboys,@,Pittsburgh Steelers,10,7,202,3,217,1,
1969,12,Sun,December 7,boxscore,Washington Redskins,@,Philadelphia Eagles,34,29,331,2,383,2,
1969,12,Sun,December 7,boxscore,Minnesota Vikings,@,Los Angeles Rams,20,13,246,0,247,1,
1969,12,Sun,December 7,boxscore,Detroit Lions,@,Baltimore Colts,17,17,245,0,289,4,
1969,12,Sun,December 7,boxscore,New York Giants,,St. Louis Cardinals,49,6,517,2,181,4,
1969,12,Sun,December 7,boxscore,Atlanta Falcons,,New Orleans Saints,45,17,376,1,287,2,
1969,12,Sun,December 7,boxscore,Cleveland Browns,,Green Bay Packers,20,7,347,0,218,1,
1969,13,Sat,December 13,boxscore,Dallas Cowboys,,Baltimore Colts,27,10,408,1,224,4,
1969,13,Sun,December 14,boxscore,Cleveland Browns,@,St. Louis Cardinals,27,21,341,2,219,2,
1969,13,Sun,December 14,boxscore,New York Giants,@,Pittsburgh Steelers,21,17,297,1,311,2,
1969,13,Sun,December 14,boxscore,Minnesota Vikings,,San Francisco 49ers,10,7,193,3,291,4,
1969,13,Sun,December 14,boxscore,Washington Redskins,,New Orleans Saints,17,14,248,0,336,3,
1969,13,Sun,December 14,boxscore,Atlanta Falcons,@,Philadelphia Eagles,27,3,372,1,234,4,
1969,13,Sun,December 14,boxscore,Green Bay Packers,@,Chicago Bears,21,3,363,3,196,2,
1969,13,Sun,December 14,boxscore,Detroit Lions,,Los Angeles Rams,28,0,332,1,96,3,
1969,14,Sun,December 21,boxscore,San Francisco 49ers,,Philadelphia Eagles,14,13,281,4,275,2,
1969,14,Sun,December 21,boxscore,Baltimore Colts,@,Los Angeles Rams,13,7,344,2,159,2,
1969,14,Sun,December 21,boxscore,Green Bay Packers,,St. Louis Cardinals,45,28,530,2,239,2,
1969,14,Sun,December 21,boxscore,New Orleans Saints,,Pittsburgh Steelers,27,24,340,2,267,0,
1969,14,Sun,December 21,boxscore,Atlanta Falcons,,Minnesota Vikings,10,3,111,3,167,8,
1969,14,Sun,December 21,boxscore,Dallas Cowboys,,Washington Redskins,20,10,333,1,274,1,
1969,14,Sun,December 21,boxscore,New York Giants,,Cleveland Browns,27,14,388,0,351,3,
1969,14,Sun,December 21,boxscore,Detroit Lions,@,Chicago Bears,20,3,250,4,96,3,
1969,,,Playoffs,,,,,,,,,,,
1969,Division,Sat,December 27,boxscore,Minnesota Vikings,,Los Angeles Rams,23,20,275,3,255,1,
1969,Division,Sun,December 28,boxscore,Cleveland Browns,@,Dallas Cowboys,38,14,344,0,217,3,
1969,Champ,Sun,January 4,boxscore,Minnesota Vikings,,Cleveland Browns,27,7,383,0,268,3,
1969,SuperBowl,Sun,January 11,boxscore,Kansas City Chiefs,N,Minnesota Vikings,23,7,273,1,239,5,
